url,stock
https://ca.finance.yahoo.com/news/cibc-asset-management-announces-revised-123000992.html,CM.TO
https://ca.finance.yahoo.com/news/canadian-life-companies-split-corp-140000085.html,LFE.TO
https://ca.finance.yahoo.com/news/cpp-oas-combined-only-pays-151500777.html,CU.TO
https://ca.finance.yahoo.com/news/2-bank-stocks-yielding-4-233000747.html,CWB.TO
https://ca.finance.yahoo.com/news/stocks-play-canagold-resources-ltd-143500587.html,CCM.TO
https://ca.finance.yahoo.com/news/ausenco-2021-pea-ca-ariaco-130000332.html,DNT.TO
https://ca.finance.yahoo.com/news/canfor-pulp-announces-extended-production-000000785.html,CFX.TO
https://ca.finance.yahoo.com/news/canlan-sports-continues-facility-openings-220300601.html,ICE.TO
https://ca.finance.yahoo.com/news/options-traders-know-something-canopy-145402781.html,WEED.TO
https://ca.finance.yahoo.com/news/top-dividend-stocks-discount-3-220000934.html,CPX.TO
https://ca.finance.yahoo.com/news/3-high-growth-stocks-not-163000633.html,CS.TO
https://ca.finance.yahoo.com/news/cardinal-energy-ltd-announces-third-003300411.html,CJ.TO
https://ca.finance.yahoo.com/news/cardiol-therapeutics-announces-closing-us-131800368.html,CRDL.TO
https://ca.finance.yahoo.com/news/carerx-deploy-state-art-bd-120000875.html,CRRX.TO
https://ca.finance.yahoo.com/news/3-favourite-stocks-buy-2022-184500899.html,CJT.TO
https://ca.finance.yahoo.com/news/cascades-release-fourth-quarter-2021-213000697.html,CAS.TO
https://ca.finance.yahoo.com/news/cathedral-energy-services-reports-results-044500405.html,CET.TO
https://ca.finance.yahoo.com/news/3-cheap-tsx-stocks-buy-190000241.html,CLS.TO
https://ca.finance.yahoo.com/news/centamin-plc-announces-notification-major-070000679.html,CEE.TO
https://ca.finance.yahoo.com/news/ceres-global-ag-corp-announces-120000612.html,CRP.TO
https://ca.finance.yahoo.com/news/3-tech-monsters-watch-2022-154500314.html,CDAY.TO
https://ca.finance.yahoo.com/news/3-top-energy-stock-buy-154500178.html,CEU.TO
https://ca.finance.yahoo.com/news/charlottes-announces-leadership-changes-including-030200679.html,CWEB.TO
https://ca.finance.yahoo.com/news/chesswood-group-limited-announces-december-120000283.html,CHW.TO
https://ca.finance.yahoo.com/news/those-invested-china-gold-international-104526979.html,CGG.TO
https://ca.finance.yahoo.com/news/omicron-reshape-2022-market-133000907.html,CHR.TO
https://ca.finance.yahoo.com/news/ci-global-asset-management-announces-120000841.html,FAO.TO
https://ca.finance.yahoo.com/news/ci-global-asset-management-announces-123000673.html,CRED.TO
https://ca.finance.yahoo.com/news/tmx-group-equity-financing-statistics-183000217.html,CNAO.TO
https://ca.finance.yahoo.com/news/ci-global-asset-management-announces-120000381.html,NXF.TO
https://ca.finance.yahoo.com/news/cixx-bx-better-value-stock-164004613.html,CIX.TO
https://ca.finance.yahoo.com/news/ci-global-asset-management-announces-110000371.html,FHI.TO
https://ca.finance.yahoo.com/news/international-companies-presentations-now-available-123500613.html,VXM.TO
https://ca.finance.yahoo.com/news/covid-19-pandemic-government-presents-160000741.html,SID.TO
https://ca.finance.yahoo.com/news/look-fair-value-equiniti-group-015320105.html,DQD.TO
https://ca.finance.yahoo.com/news/cibt-reports-financial-results-fiscal-001500544.html,MBA.TO
https://ca.finance.yahoo.com/news/cineplex-announces-amendment-credit-facility-223000476.html,CGX.TO
https://ca.finance.yahoo.com/news/cipher-announces-third-quarter-date-220100677.html,CPH.TO
https://ca.finance.yahoo.com/news/stem-inc-acquire-energy-holdings-125100303.html,CVG.TO
https://ca.finance.yahoo.com/news/clarke-inc-reports-2021-third-213500968.html,CKI.TO
https://ca.finance.yahoo.com/news/clearstream-announces-project-contract-awards-220000334.html,CSM.TO
https://ca.finance.yahoo.com/news/cogeco-transitions-term-revolving-facilities-171100100.html,CGO.TO
https://ca.finance.yahoo.com/news/those-invested-colabor-group-tse-132816786.html,GCL.TO
https://ca.finance.yahoo.com/news/commerce-split-monthly-dividend-declared-140000950.html,YCM.TO
https://ca.finance.yahoo.com/news/know-computer-modelling-group-ltd-100539617.html,CMG.TO
https://ca.finance.yahoo.com/news/condor-announces-signing-cooperation-agreement-210500829.html,CPI.TO
https://ca.finance.yahoo.com/news/stocks-play-conifex-timber-inc-153400246.html,CFF.TO
https://ca.finance.yahoo.com/news/much-d-d-invested-10-170000279.html,CSU.TO
https://ca.finance.yahoo.com/news/converge-technology-solutions-corp-achieves-133000088.html,CTS.TO
https://ca.finance.yahoo.com/news/copperleaf-present-bmo-growth-esg-223000471.html,CPLF.TO
https://ca.finance.yahoo.com/news/corvus-gold-provides-supplemental-disclosure-230000261.html,KOR.TO
https://ca.finance.yahoo.com/news/stocks-play-crescita-therapeutics-inc-145100494.html,CTX.TO
https://ca.finance.yahoo.com/news/3-best-stocks-under-5-154500472.html,CR.TO
https://ca.finance.yahoo.com/news/ride-cannabis-legalization-wave-3-140702126.html,CRON.TO
https://ca.finance.yahoo.com/news/crown-capital-announces-final-results-133000973.html,CRWN.TO
https://ca.finance.yahoo.com/news/wouldnt-too-quick-buy-dexterra-093519971.html,DXT.TO
https://ca.finance.yahoo.com/news/cubicfarms-announces-closing-20-million-141000733.html,CUB.TO
https://ca.finance.yahoo.com/news/currency-exchange-international-tse-cxi-114736422.html,CXI.TO
https://ca.finance.yahoo.com/news/d-box-technologies-announces-changes-130000689.html,DBO.TO
https://ca.finance.yahoo.com/news/keynotes-educational-panels-70-companies-133000674.html,DCM.TO
https://ca.finance.yahoo.com/news/delta-9-opens-us-based-230000681.html,DN.TO
https://ca.finance.yahoo.com/news/most-actively-traded-companies-toronto-220923301.html,DML.TO
https://ca.finance.yahoo.com/news/dentalcorp-announces-appointment-jeff-forbes-231500578.html,DNTL.TO
https://ca.finance.yahoo.com/news/canada-life-adds-dialogues-icbt-123000164.html,CARE.TO
https://ca.finance.yahoo.com/news/stocks-play-dirtt-environmental-solutions-143900339.html,DRT.TO
https://ca.finance.yahoo.com/news/dividend-15-split-corp-monthly-140000934.html,DFN.TO
https://ca.finance.yahoo.com/news/stocks-play-dividend-15-split-154600417.html,DF.TO
https://ca.finance.yahoo.com/news/dividend-select-15-corp-declares-140000120.html,DS.TO
https://ca.finance.yahoo.com/news/learning-technology-leader-docebo-share-133000385.html,DCBO.TO
https://ca.finance.yahoo.com/news/2022-tfsa-limit-3-top-193000063.html,DOL.TO
https://ca.finance.yahoo.com/news/interested-doman-building-materials-groups-113801633.html,DBM.TO
https://ca.finance.yahoo.com/news/stocks-play-dream-unlimited-corp-191500818.html,DRM.TO
https://ca.finance.yahoo.com/news/e-split-corp-class-preferred-123500789.html,ENS.TO
https://ca.finance.yahoo.com/news/most-actively-traded-companies-toronto-231435785.html,DND.TO
https://ca.finance.yahoo.com/news/investmentpitch-media-video-discusses-dynacor-080500625.html,DNG.TO
https://ca.finance.yahoo.com/news/dynamic-funds-announces-final-end-140000228.html,DXU.TO
https://ca.finance.yahoo.com/news/buy-e-l-financial-corporation-140947364.html,ELF.TO
https://ca.finance.yahoo.com/news/ecn-capital-announces-closing-60-140200185.html,ECN.TO
https://ca.finance.yahoo.com/news/ecosynthetixs-tse-eco-growing-losses-095223087.html,ECO.TO
https://ca.finance.yahoo.com/news/eldorado-gold-announces-normal-course-120000122.html,ELD.TO
https://ca.finance.yahoo.com/news/electrovaya-reports-q4-fy2021-fiscal-003000991.html,EFL.TO
https://ca.finance.yahoo.com/news/why-might-interested-element-fleet-115317513.html,EFN.TO
https://ca.finance.yahoo.com/news/3-canadian-dividend-stocks-trading-180000794.html,EMA.TO
https://ca.finance.yahoo.com/news/endeavour-silver-reports-positive-drill-115000484.html,EDR.TO
https://ca.finance.yahoo.com/news/enerflex-tse-efx-investors-sitting-130603884.html,EFX.TO
https://ca.finance.yahoo.com/news/ensign-energy-services-inc-provides-100000762.html,ESI.TO
https://ca.finance.yahoo.com/news/stocks-play-enterprise-group-inc-191100787.html,E.TO
https://ca.finance.yahoo.com/news/stocks-play-enthusiast-gaming-holdings-183100149.html,EGLX.TO
https://ca.finance.yahoo.com/news/entr-e-resources-announces-third-133000050.html,ETG.TO
https://ca.finance.yahoo.com/news/equinox-gold-appoints-fran-ois-223000997.html,EQX.TO
https://ca.finance.yahoo.com/news/fire-sale-3-cheap-tsx-200000479.html,EQB.TO
https://ca.finance.yahoo.com/news/heres-why-think-ero-copper-102016605.html,ERO.TO
https://ca.finance.yahoo.com/news/essential-energy-services-announces-normal-120000824.html,ESN.TO
https://ca.finance.yahoo.com/news/eupraxia-pharmaceuticals-announces-filing-preliminary-223000963.html,EPRX.TO
https://ca.finance.yahoo.com/news/euro-sun-mining-announces-c-120400372.html,ESM.TO
https://ca.finance.yahoo.com/news/euromax-announces-legal-decision-211500467.html,EOX.TO
https://ca.finance.yahoo.com/news/stocks-play-excellon-resources-inc-153500574.html,EXN.TO
https://ca.finance.yahoo.com/news/excelsior-mining-announces-extension-increase-133600315.html,MIN.TO
https://ca.finance.yahoo.com/news/3-rewarding-dividend-stocks-set-171500317.html,EIF.TO
https://ca.finance.yahoo.com/news/stocks-play-exro-technologies-inc-145900131.html,EXRO.TO
https://ca.finance.yahoo.com/news/extendicare-tse-exe-investors-sitting-130155711.html,EXE.TO
https://ca.finance.yahoo.com/news/fairfax-announces-completion-substantial-issuer-010800010.html,FFH.TO
https://ca.finance.yahoo.com/news/stocks-play-farmers-edge-inc-144400165.html,FDGE.TO
https://ca.finance.yahoo.com/news/fax-capital-corp-reports-third-210000629.html,FXC.TO
https://ca.finance.yahoo.com/news/shareholder-alert-pomerantz-law-firm-005000005.html,FRX.TO
https://ca.finance.yahoo.com/news/fidelity-investments-canada-ulc-announces-203100894.html,FCHH.TO
https://ca.finance.yahoo.com/news/field-trip-launches-management-organization-123000096.html,FTRP.TO
https://ca.finance.yahoo.com/news/3-top-tfsa-stocks-buy-151500813.html,FSZ.TO
https://ca.finance.yahoo.com/news/filo-mining-appoints-certified-adviser-050100367.html,FIL.TO
https://ca.finance.yahoo.com/news/financial-15-split-corp-monthly-140000569.html,FTN.TO
https://ca.finance.yahoo.com/news/declining-stock-decent-financials-market-132207663.html,FTT.TO
https://ca.finance.yahoo.com/news/firan-technology-group-tse-ftg-101325480.html,FTG.TO
https://ca.finance.yahoo.com/news/fire-flower-announces-fiscal-third-120200229.html,FAF.TO
https://ca.finance.yahoo.com/news/firm-capital-mortgage-investment-corporation-230000991.html,FC.TO
https://ca.finance.yahoo.com/news/first-mining-gold-tse-ff-114427685.html,FF.TO
https://ca.finance.yahoo.com/news/first-national-financial-corporation-tse-121252535.html,FN.TO
https://ca.finance.yahoo.com/news/ft-portfolios-canada-co-announces-160400392.html,EUR.TO
https://ca.finance.yahoo.com/news/ft-portfolios-canada-co-announces-175500622.html,FST.TO
https://ca.finance.yahoo.com/news/ft-portfolios-canada-co-announces-152300617.html,FDN.TO
https://ca.finance.yahoo.com/news/2-income-alternatives-canada-worker-143000706.html,FSV.TO
https://ca.finance.yahoo.com/news/flow-beverage-premium-alkaline-spring-010000101.html,FLOW.TO
https://ca.finance.yahoo.com/news/could-forsys-metals-corp-tse-093926911.html,FSY.TO
https://ca.finance.yahoo.com/news/rrsp-investors-1-future-dividend-213000876.html,FTS.TO
https://ca.finance.yahoo.com/news/4-cheap-stocks-could-rich-130000147.html,FVI.TO
https://ca.finance.yahoo.com/news/forza-petroleum-q3-2021-financial-230000594.html,FORZ.TO
https://ca.finance.yahoo.com/news/3-stocks-buy-dip-turns-133000852.html,FNV.TO
https://ca.finance.yahoo.com/news/adding-franco-nevada-tse-fnv-131800673.html,FNV.TO
https://ca.finance.yahoo.com/news/franklin-templeton-canada-announces-final-133000830.html,FLUI.TO
https://ca.finance.yahoo.com/news/tfsa-limit-boost-2-stocks-164500434.html,FRU.TO
https://ca.finance.yahoo.com/news/most-actively-traded-companies-toronto-224035560.html,FRII.TO
https://ca.finance.yahoo.com/news/stocks-play-freshlocal-solutions-inc-155600320.html,LOCL.TO
https://ca.finance.yahoo.com/news/galiano-gold-reports-q3-2021-220700208.html,GAU.TO
https://ca.finance.yahoo.com/news/tfsa-investors-3-stocks-buy-164500909.html,GFL.TO
https://ca.finance.yahoo.com/news/adding-gdi-integrated-facility-services-104432774.html,GDI.TO
https://ca.finance.yahoo.com/news/gear-energy-ltd-announces-november-210100637.html,GXE.TO
https://ca.finance.yahoo.com/news/genesis-land-development-corp-tse-140738099.html,GDC.TO
https://ca.finance.yahoo.com/news/weston-completes-375m-sale-ambient-235750288.html,WN.TO
https://ca.finance.yahoo.com/news/gibson-energy-tse-gei-pay-121812981.html,GEI.TO
https://ca.finance.yahoo.com/news/glacier-reports-third-quarter-2021-230000098.html,GVC.TO
https://ca.finance.yahoo.com/news/gildan-activewear-gil-outperforming-other-144002248.html,GIL.TO
https://ca.finance.yahoo.com/news/global-water-resources-declares-monthly-133100861.html,GWR.TO
https://ca.finance.yahoo.com/news/stocks-play-globex-mining-enterprises-184200042.html,GMX.TO
https://ca.finance.yahoo.com/news/gold-springs-corp-announces-drill-110000524.html,GRC.TO
https://ca.finance.yahoo.com/news/gold-standard-ventures-corp-tse-141759751.html,GSV.TO
https://ca.finance.yahoo.com/news/golden-star-announces-results-special-175300209.html,GSC.TO
https://ca.finance.yahoo.com/news/goldgroup-appoints-john-mcclintock-chief-210500287.html,GGA.TO
https://ca.finance.yahoo.com/news/goldmining-inc-announces-market-equity-224300105.html,GOLD.TO
https://ca.finance.yahoo.com/news/goldmoney-inc-reports-financial-results-120000408.html,XAU.TO
https://ca.finance.yahoo.com/news/stocks-play-goodfood-market-corp-150100616.html,FOOD.TO
https://ca.finance.yahoo.com/news/gcm-mining-announces-multiple-high-120000106.html,GCM.TO
https://ca.finance.yahoo.com/news/gran-tierra-energy-announces-successful-220500518.html,GTE.TO
https://ca.finance.yahoo.com/news/greenlane-renewables-signs-12-1-130000876.html,GRN.TO
https://ca.finance.yahoo.com/news/guardian-capital-group-limited-renews-120000864.html,GCG.TO
https://ca.finance.yahoo.com/news/guardian-capital-announces-december-2021-120000109.html,GDEP.TO
https://ca.finance.yahoo.com/news/guardian-capital-announces-estimated-annual-230000385.html,GIQG.TO
https://ca.finance.yahoo.com/news/guru-organic-energy-presents-natural-120000312.html,GURU.TO
https://ca.finance.yahoo.com/news/investors-undervaluing-haivision-systems-inc-125951244.html,HAI.TO
https://ca.finance.yahoo.com/news/hamilton-etfs-confirms-2021-annual-220000481.html,HUM.TO
https://ca.finance.yahoo.com/news/harvest-etfs-final-annual-2021-170600445.html,HPF.TO
https://ca.finance.yahoo.com/news/iiroc-trade-resumption-130800411.html,HE.TO
https://ca.finance.yahoo.com/news/hdi-announces-normal-course-issuer-140000019.html,HDI.TO
https://ca.finance.yahoo.com/news/harte-gold-announces-extension-stay-205600246.html,HRT.TO
https://ca.finance.yahoo.com/news/headwater-exploration-inc-announces-exercise-011600791.html,HWX.TO
https://ca.finance.yahoo.com/news/helix-biopharma-corp-announces-fiscal-223000633.html,HBP.TO
https://ca.finance.yahoo.com/news/h-roux-devtek-inc-tse-105631485.html,HRX.TO
https://ca.finance.yahoo.com/news/high-arctic-announces-closing-8-045500555.html,HWO.TO
https://ca.finance.yahoo.com/news/hls-therapeutics-establishes-automatic-share-113000114.html,HLS.TO
https://ca.finance.yahoo.com/news/horizons-etfs-announces-december-2021-023700312.html,MIND.TO
https://ca.finance.yahoo.com/news/horizons-etfs-announces-december-2021-022600933.html,HEA.TO
https://ca.finance.yahoo.com/news/horizons-etfs-rebalances-marijuana-psychedelics-210500105.html,HMMJ.TO
https://ca.finance.yahoo.com/news/horizons-etfs-wins-three-lipper-140000899.html,HXQ.TO
https://ca.finance.yahoo.com/news/horizons-etfs-announces-changes-risk-140300022.html,HULC.TO
https://ca.finance.yahoo.com/news/horizons-etfs-announces-share-consolidations-210000250.html,HXS.TO
https://ca.finance.yahoo.com/news/horizons-tactical-absolute-return-bond-110000446.html,HARB.TO
https://ca.finance.yahoo.com/news/horizonte-minerals-plc-announces-holding-090000736.html,HZM.TO
https://ca.finance.yahoo.com/news/hudbay-minerals-tse-hbm-surges-115747047.html,HBM.TO
https://ca.finance.yahoo.com/news/stocks-play-80-gold-corp-143600262.html,IAU.TO
https://ca.finance.yahoo.com/news/ia-financial-group-donates-half-162400814.html,IAG.TO
https://ca.finance.yahoo.com/news/ibi-group-tse-ibg-hoping-121550377.html,IBG.TO
https://ca.finance.yahoo.com/news/stocks-play-ifabric-corp-144200374.html,IFA.TO
https://ca.finance.yahoo.com/news/3-energy-stocks-could-massive-210000088.html,IMO.TO
https://ca.finance.yahoo.com/news/imv-appoints-andrew-hall-chief-120500148.html,IMV.TO
https://ca.finance.yahoo.com/news/indigo-unveils-black-friday-deals-110000430.html,IDG.TO
https://ca.finance.yahoo.com/news/avis-budget-group-car-stock-144002410.html,ISV.TO
https://ca.finance.yahoo.com/news/inplay-oil-corp-tse-ipo-145606394.html,IPO.TO
https://ca.finance.yahoo.com/news/stocks-play-intelgenx-corp-150400061.html,IGX.TO
https://ca.finance.yahoo.com/news/intellipharmaceutics-comments-recent-trading-activity-180000867.html,IPCI.TO
https://ca.finance.yahoo.com/news/inter-pipeline-announces-issuance-senior-000500115.html,IPL.TO
https://ca.finance.yahoo.com/news/invesco-announces-final-cash-annual-213500011.html,PZW.TO
https://ca.finance.yahoo.com/news/stocks-play-international-tower-hill-151200866.html,ITH.TO
https://ca.finance.yahoo.com/news/3-best-canadian-stocks-buy-174500673.html,ITP.TO
https://ca.finance.yahoo.com/news/livevox-leading-cloud-based-contact-110000624.html,XEF.TO
https://ca.finance.yahoo.com/news/blackrock-canada-announces-custodian-changes-220400801.html,CGL.TO
https://ca.finance.yahoo.com/news/travelers-announces-start-2021-travelers-131700348.html,XHY.TO
https://ca.finance.yahoo.com/news/kamoa-kakula-surpasses-annual-copper-122800250.html,IVN.TO
https://ca.finance.yahoo.com/news/jaguar-mining-inc-present-virtual-120000330.html,JAG.TO
https://ca.finance.yahoo.com/news/3-best-canadian-stocks-buy-190000012.html,JWEL.TO
https://ca.finance.yahoo.com/news/karnalyte-resources-inc-announces-2021-183500617.html,KRN.TO
https://ca.finance.yahoo.com/news/journey-energy-inc-reports-92-010900667.html,JOY.TO
